11485,2019-07-19T10:38:02Z,0.33786261,-78.11404961,2256.0,7.8566027,2
11486,2019-07-19T10:38:04Z,0.33786966,-78.11397938,2257.0,9.405227,2
11487,2019-07-19T10:38:06Z,0.33787521,-78.11389507,2257.0,16.31177,2
11488,2019-07-19T10:38:08Z,0.33787256,-78.11374856,2258.0,8.580708,2
11489,2019-07-19T10:38:09Z,0.33787326,-78.11367148,2258.0,9.007372,2
11490,2019-07-19T10:38:10Z,0.33788141,-78.11359097,2258.0,16.333126,2
11491,2019-07-19T10:38:12Z,0.33789824,-78.1134452,2257.0,10.506069,2
11492,2019-07-19T10:38:13Z,0.337908,-78.11335132,2256.0,21.619,2
11493,2019-07-19T10:38:15Z,0.3379585,-78.1131637,2256.0,18.80179,2
11494,2019-07-19T10:38:17Z,0.33800987,-78.11300269,2257.0,19.495646,2
11495,2019-07-19T10:38:19Z,0.33806495,-78.11283632,2257.0,10.801049,2
11496,2019-07-19T10:38:20Z,0.33812505,-78.11275983,2258.0,18.897238,2
11497,2019-07-19T10:38:22Z,0.33821804,-78.1126174,2256.0,16.064505,2
11498,2019-07-19T10:38:24Z,0.33830778,-78.11250391,2256.0,7.8770237,2
11499,2019-07-19T10:38:25Z,0.33834527,-78.11244374,2256.0,7.485614,2
11500,2019-07-19T10:38:26Z,0.33837165,-78.11238181,2256.0,7.237783,2
11501,2019-07-19T10:38:27Z,0.33840508,-78.11232591,2257.0,14.380009,2
11502,2019-07-19T10:38:29Z,0.33847566,-78.11221741,2259.0,11.267195,2
11503,2019-07-19T10:38:31Z,0.33852859,-78.11213092,2258.0,8.879733,2
11504,2019-07-19T10:38:33Z,0.33855451,-78.11205542,2257.0,8.736796,2
11505,2019-07-19T10:38:35Z,0.3386273,-78.11202489,2258.0,5.0718446,2
11506,2019-07-19T10:38:36Z,0.33867151,-78.11203703,2258.0,13.658181,2
11507,2019-07-19T10:38:38Z,0.33876585,-78.11211623,2257.0,17.782606,2
11508,2019-07-19T10:38:40Z,0.33889062,-78.11221702,2256.0,20.512516,2
11509,2019-07-19T10:38:42Z,0.33903115,-78.11233731,2255.0,9.281094,2
11510,2019-07-19T10:38:43Z,0.33909517,-78.11239123,2255.0,7.3493543,2
11511,2019-07-19T10:38:44Z,0.33915239,-78.11242482,2254.0,6.2312036,2
11512,2019-07-19T10:38:45Z,0.33920378,-78.11244779,2254.0,8.7432995,2
11513,2019-07-19T10:38:47Z,0.33928219,-78.11245793,2255.0,9.001535,2
11514,2019-07-19T10:38:49Z,0.33931869,-78.11238565,2254.0,4.370403,2
11515,2019-07-19T10:38:50Z,0.33932738,-78.11234735,2254.0,5.843211,2
11516,2019-07-19T10:38:51Z,0.33932628,-78.11229487,2254.0,5.41789,2
11517,2019-07-19T10:38:52Z,0.33932652,-78.1122462,2254.0,8.762661,2
11518,2019-07-19T10:38:54Z,0.33933352,-78.11216779,2254.0,3.5576384,2
11519,2019-07-19T10:38:55Z,0.3393235,-78.11213742,2255.0,12.652318,2
11520,2019-07-19T10:38:57Z,0.33929617,-78.11202705,2254.0,10.101117,2
11521,2019-07-19T10:38:59Z,0.33928687,-78.11193678,2254.0,9.14174,2
11522,2019-07-19T10:39:01Z,0.33927712,-78.11185523,2254.0,5.305108,2
11523,2019-07-19T10:39:02Z,0.33927214,-78.11180783,2254.0,11.507635,2
11524,2019-07-19T10:39:04Z,0.33926413,-78.11170476,2253.0,7.1102266,2
11525,2019-07-19T10:39:05Z,0.33926479,-78.11164089,2254.0,7.3659043,2
11526,2019-07-19T10:39:06Z,0.33925936,-78.11157494,2254.0,14.876227,2
11527,2019-07-19T10:39:08Z,0.33924345,-78.11144224,2255.0,14.34259,2
11528,2019-07-19T10:39:10Z,0.33923101,-78.11131399,2256.0,7.3353925,2
11529,2019-07-19T10:39:11Z,0.3392375,-78.11124841,2256.0,8.150817,2
11530,2019-07-19T10:39:12Z,0.3392181,-78.11117777,2256.0,6.4032116,2
11531,2019-07-19T10:39:13Z,0.33921433,-78.11112037,2253.0,9.573572,2
11532,2019-07-19T10:39:14Z,0.33920189,-78.11103526,2254.0,21.09987,2
11533,2019-07-19T10:39:16Z,0.33915169,-78.11085239,2254.0,10.074216,2
11534,2019-07-19T10:39:17Z,0.33913227,-78.11076397,2253.0,17.331337,2
11535,2019-07-19T10:39:19Z,0.3391225,-78.11060858,2254.0,6.295403,2
11536,2019-07-19T10:39:20Z,0.33910327,-78.11055535,2252.0,11.156627,2
11537,2019-07-19T10:39:22Z,0.33913469,-78.11046011,2253.0,15.2422695,2
11538,2019-07-19T10:39:24Z,0.33926837,-78.1104267,2254.0,9.363984,2
11539,2019-07-19T10:39:25Z,0.33935162,-78.11041128,2255.0,17.477613,2
11540,2019-07-19T10:39:27Z,0.33950721,-78.11038362,2256.0,18.261774,2
11541,2019-07-19T10:39:29Z,0.33967138,-78.11036574,2257.0,7.071358,2
11542,2019-07-19T10:39:30Z,0.33973389,-78.11035233,2258.0,5.1686635,2
11543,2019-07-19T10:39:31Z,0.33977946,-78.11034199,2259.0,6.526386,2
11544,2019-07-19T10:39:32Z,0.33983842,-78.11033929,2259.0,15.476426,2
11545,2019-07-19T10:39:34Z,0.33997765,-78.11032507,2258.0,8.978856,2
11546,2019-07-19T10:39:35Z,0.34005771,-78.11031159,2258.0,21.027988,2
11547,2019-07-19T10:39:37Z,0.3402445,-78.11027613,2259.0,10.625841,2
11548,2019-07-19T10:39:38Z,0.34033943,-78.1102613,2259.0,10.176454,2
11549,2019-07-19T10:39:39Z,0.34043118,-78.11025414,2259.0,19.842648,2
11550,2019-07-19T10:39:41Z,0.34061028,-78.110243,2261.0,9.9772215,2
11551,2019-07-19T10:39:42Z,0.34069953,-78.11022982,2262.0,19.29163,2
11552,2019-07-19T10:39:44Z,0.34087146,-78.11020037,2258.0,18.77279,2
11553,2019-07-19T10:39:46Z,0.3410394,-78.11017564,2258.0,18.37739,2
11554,2019-07-19T10:39:48Z,0.34120091,-78.1101367,2258.0,8.527971,2
11555,2019-07-19T10:39:49Z,0.34127792,-78.11013253,2258.0,7.7170753,2
11556,2019-07-19T10:39:50Z,0.34134741,-78.1101261,2256.0,7.1948786,2
11557,2019-07-19T10:39:51Z,0.34140901,-78.11010528,2255.0,9.113227,2
11558,2019-07-19T10:39:53Z,0.34149074,-78.11009473,2255.0,11.617144,2
11559,2019-07-19T10:39:55Z,0.34159494,-78.11008139,2252.0,16.357033,2
11560,2019-07-19T10:39:57Z,0.34174166,-78.11006265,2251.0,19.767069,2
11561,2019-07-19T10:39:59Z,0.34191908,-78.11004089,2250.0,23.097565,2
11562,2019-07-19T10:40:01Z,0.34212725,-78.11002371,2249.0,12.374591,2
11563,2019-07-19T10:40:02Z,0.34223852,-78.11001182,2249.0,24.455887,2
11564,2019-07-19T10:40:04Z,0.34245643,-78.10997423,2251.0,11.687376,2
11565,2019-07-19T10:40:05Z,0.34256154,-78.10996318,2251.0,22.73831,2
11566,2019-07-19T10:40:07Z,0.3427659,-78.10994044,2251.0,11.174393,2
11567,2019-07-19T10:40:08Z,0.34286573,-78.10992484,2251.0,10.895905,2
11568,2019-07-19T10:40:09Z,0.3429632,-78.10991046,2251.0,22.89102,2
11569,2019-07-19T10:40:11Z,0.3431686,-78.10988479,2253.0,19.47949,2
11570,2019-07-19T10:40:13Z,0.34334442,-78.10987382,2254.0,13.989252,2
11571,2019-07-19T10:40:15Z,0.34346963,-78.10985582,2253.0,16.059889,2
11572,2019-07-19T10:40:17Z,0.34361443,-78.10984459,2253.0,20.206736,2
11573,2019-07-19T10:40:19Z,0.34379595,-78.10982362,2253.0,10.921672,2
11574,2019-07-19T10:40:20Z,0.34389385,-78.10981061,2253.0,21.598732,2
11575,2019-07-19T10:40:22Z,0.34408795,-78.10978885,2254.0,10.747871,2
11576,2019-07-19T10:40:23Z,0.34418328,-78.10977,2254.0,21.612778,2
11577,2019-07-19T10:40:25Z,0.34437649,-78.10974063,2254.0,11.233694,2
11578,2019-07-19T10:40:26Z,0.34447754,-78.1097302,2254.0,23.83612,2
11579,2019-07-19T10:40:28Z,0.3446903,-78.10969576,2252.0,23.186653,2
11580,2019-07-19T10:40:30Z,0.34489846,-78.10967062,2250.0,11.337818,2
11581,2019-07-19T10:40:31Z,0.3450007,-78.10966289,2250.0,22.1508,2
11582,2019-07-19T10:40:33Z,0.34519968,-78.10963987,2250.0,10.760146,2
11583,2019-07-19T10:40:34Z,0.34529681,-78.10963397,2250.0,20.599571,2
11584,2019-07-19T10:40:36Z,0.34548219,-78.10961564,2251.0,18.650055,2
11585,2019-07-19T10:40:38Z,0.34564849,-78.10958768,2253.0,7.674389,2
11586,2019-07-19T10:40:39Z,0.34571782,-78.10958448,2255.0,12.271361,2
11587,2019-07-19T10:40:41Z,0.34582876,-78.10958158,2255.0,3.730816,2
11588,2019-07-19T10:40:42Z,0.34586249,-78.10958075,2254.0,3.5660608,2
11589,2019-07-19T10:40:43Z,0.34589397,-78.10957379,2253.0,8.991939,2
11590,2019-07-19T10:40:45Z,0.34595191,-78.10951711,2249.0,4.9374137,2
11591,2019-07-19T10:40:46Z,0.34597284,-78.10947793,2248.0,8.661865,2
11592,2019-07-19T10:40:48Z,0.34596169,-78.10940091,2247.0,7.3583293,2
11593,2019-07-19T10:40:49Z,0.34596911,-78.10933522,2246.0,7.068653,2
11594,2019-07-19T10:40:50Z,0.34595446,-78.10927341,2246.0,15.812682,2
11595,2019-07-19T10:40:52Z,0.34596186,-78.10913155,2245.0,19.008144,2
11596,2019-07-19T10:40:54Z,0.34593638,-78.10896268,2245.0,20.860382,2
11597,2019-07-19T10:40:56Z,0.34590196,-78.10877843,2244.0,22.168806,2
11598,2019-07-19T10:40:58Z,0.34585606,-78.10858457,2242.0,10.699284,2
11599,2019-07-19T10:40:59Z,0.34584577,-78.108489,2242.0,21.606588,2
11600,2019-07-19T10:41:01Z,0.34582364,-78.10829615,2242.0,10.107432,2
11601,2019-07-19T10:41:02Z,0.34582136,-78.10820538,2242.0,12.609569,2
11602,2019-07-19T10:41:03Z,0.34580053,-78.10809401,2243.0,11.717856,2
11603,2019-07-19T10:41:04Z,0.34577438,-78.107992,2242.0,10.431955,2
11604,2019-07-19T10:41:05Z,0.34575556,-78.10790017,2241.0,17.390507,2
