1,2019-07-13T05:44:32Z,0.32871455,-78.11100024,2339.0,4.2892494,1
2,2019-07-13T05:44:33Z,0.3287316,-78.11103485,2334.0,13.940659,1
3,2019-07-13T05:44:36Z,0.32884672,-78.11108591,2330.0,3.5346591,1
4,2019-07-13T05:44:37Z,0.32882606,-78.11106168,2338.0,2.5167809,1
5,2019-07-13T05:44:39Z,0.32882354,-78.11103921,2327.0,23.847275,1
6,2019-07-13T05:44:41Z,0.32886043,-78.11125028,2325.0,13.781674,1
7,2019-07-13T05:44:42Z,0.32886556,-78.11112658,2331.0,14.568447,1
8,2019-07-13T05:44:44Z,0.32884341,-78.11125559,2323.0,16.082397,1
9,2019-07-13T05:44:46Z,0.32877887,-78.11112612,2341.0,2.791191,1
10,2019-07-13T05:44:47Z,0.32878481,-78.11110175,2342.0,6.3073826,1
11,2019-07-13T05:44:49Z,0.32873943,-78.11106742,2325.0,17.080164,1
12,2019-07-13T05:44:51Z,0.32862572,-78.11117127,2319.0,12.144024,1
13,2019-07-13T05:44:53Z,0.32868468,-78.11107923,2301.0,2.0061445,1
14,2019-07-13T05:44:55Z,0.3286666,-78.11108073,2304.0,2.2546813,1
15,2019-07-13T05:44:56Z,0.32868696,-78.11108184,2298.0,3.8294759,1
16,2019-07-13T05:44:58Z,0.32868934,-78.11104752,2299.0,1.0189344,1
17,2019-07-13T05:45:00Z,0.32869307,-78.11103915,2298.0,0.7906291,1
18,2019-07-13T05:45:01Z,0.3286952,-78.11104593,2297.0,0.43875805,1
19,2019-07-13T05:45:02Z,0.32869605,-78.11104978,2299.0,0.10535362,1
20,2019-07-13T05:45:04Z,0.32869668,-78.11104907,2298.0,1.1595397,1
21,2019-07-13T05:45:06Z,0.32870342,-78.11104109,2296.0,0.17655165,1
22,2019-07-13T05:45:07Z,0.32870193,-78.11104166,2296.0,0.16320443,1
23,2019-07-13T05:45:09Z,0.32870321,-78.11104093,2296.0,0.01864919,1
24,2019-07-13T05:45:10Z,0.32870326,-78.11104077,2296.0,0.013527222,1
25,2019-07-13T05:45:11Z,0.32870336,-78.11104084,2296.0,0.07553219,1
26,2019-07-13T05:45:13Z,0.32870284,-78.1110404,2296.0,0.014639299,1
27,2019-07-13T05:45:15Z,0.32870286,-78.11104027,2296.0,0.028037716,1
28,2019-07-13T05:45:17Z,0.32870272,-78.11104048,2296.0,0.022818621,1
29,2019-07-13T05:45:18Z,0.32870253,-78.1110404,2296.0,0.08043824,1
30,2019-07-13T05:45:20Z,0.32870211,-78.11104099,2296.0,0.0221665,1
31,2019-07-13T05:45:22Z,0.32870217,-78.1110408,2296.0,0.4494331,1
32,2019-07-13T05:45:23Z,0.32870401,-78.1110372,2295.0,0.081264436,1
33,2019-07-13T05:45:24Z,0.32870377,-78.11103789,2296.0,0.018904,1
34,2019-07-13T05:45:26Z,0.32870388,-78.11103776,2295.0,0.007845109,1
35,2019-07-13T05:45:27Z,0.32870383,-78.11103781,2296.0,0.026836442,1
36,2019-07-13T05:45:28Z,0.32870364,-78.11103766,2296.0,0.05607543,1
37,2019-07-13T05:45:29Z,0.32870336,-78.11103808,2296.0,0.023447517,1
38,2019-07-13T05:45:31Z,0.32870316,-78.11103815,2296.0,0.01448618,1
39,2019-07-13T05:45:33Z,0.32870309,-78.11103804,2296.0,0.065543115,1
40,2019-07-13T05:45:35Z,0.32870272,-78.1110385,2296.0,0.005960146,1
41,2019-07-13T05:45:36Z,0.32870277,-78.11103852,2296.0,0.0329973,1
42,2019-07-13T05:45:37Z,0.32870297,-78.11103874,2296.0,0.10908218,1
43,2019-07-13T05:45:39Z,0.32870311,-78.11103971,2296.0,0.45951504,1
44,2019-07-13T05:45:41Z,0.32870115,-78.11103607,2297.0,0.055150736,1
45,2019-07-13T05:45:43Z,0.32870087,-78.11103566,2297.0,0.040941514,1
46,2019-07-13T05:45:45Z,0.32870052,-78.11103554,2297.0,0.034652174,1
47,2019-07-13T05:45:47Z,0.32870022,-78.11103545,2297.0,0.010197683,1
48,2019-07-13T05:45:48Z,0.32870013,-78.11103543,2297.0,1.1831672,1
49,2019-07-13T05:45:49Z,0.32869266,-78.11102782,2297.0,0.11845851,1
50,2019-07-13T05:45:50Z,0.3286919,-78.11102707,2297.0,0.3760438,1
51,2019-07-13T05:45:52Z,0.32869422,-78.11102954,2298.0,0.05024372,1
52,2019-07-13T05:45:53Z,0.32869453,-78.11102987,2298.0,0.024994425,1
53,2019-07-13T05:45:55Z,0.32869445,-78.11102966,2298.0,0.06418595,1
54,2019-07-13T05:45:56Z,0.3286941,-78.1110292,2298.0,0.036286216,1
55,2019-07-13T05:45:57Z,0.32869438,-78.11102937,2298.0,0.07781696,1
56,2019-07-13T05:45:59Z,0.32869495,-78.11102978,2298.0,0.062690824,1
57,2019-07-13T05:46:01Z,0.32869548,-78.11102998,2298.0,0.008429898,1
58,2019-07-13T05:46:03Z,0.32869555,-78.11103001,2298.0,0.09392004,1
59,2019-07-13T05:46:04Z,0.32869473,-78.11103023,2298.0,0.015778935,1
60,2019-07-13T05:46:05Z,0.32869482,-78.11103034,2298.0,0.0055287154,1
61,2019-07-13T05:46:06Z,0.32869477,-78.11103034,2298.0,0.093692906,1
62,2019-07-13T05:46:08Z,0.32869551,-78.11102993,2298.0,0.05111765,1
63,2019-07-13T05:46:10Z,0.32869586,-78.11103023,2298.0,0.02151608,1
64,2019-07-13T05:46:12Z,0.32869602,-78.11103034,2298.0,0.006634459,1
65,2019-07-13T05:46:13Z,0.32869608,-78.11103034,2298.0,0.027527688,1
